POLR1D,KIAA1683,RGPD5,TSPYL2,HGS,DYNLRB1,PRPF38A,SQRDL,ARHGAP30,DAD1,KLRD1,EIF3CL,RANBP1,C1orf56,PBDC1,SETD5,SNRNP35,NDEL1,ZEB2,METAP2
94.50459448030273,40.35775,35.96384840258025,35.5156478,34.0857711,33.44173583456791,29.4857158,28.4630604,26.3238124,25.5768929,24.821842370499997,24.4027214,22.65609389140741,21.715682025,20.803643722500002,20.765342554074078,20.1594238,20.068864789785152,20.0402832,19.64283520217985
