AK2,TALDO1,SUGP1,C19orf53,NTMT1,GDE1,CEBPZ,CLEC2B,PBX4,CNOT8,PRRC2B,ZNF317,CTBP1,SRGN,PMPCB,LRRC41,USP33,RPS2,SATB1,NEDD8
113.27316371741993,61.152067485709644,39.109222075000005,32.02821490945044,30.4857711375,29.73686382625,29.628398901399176,29.440658869302172,28.5126667,26.6339398,25.8998718,25.504024962499997,25.4632264,25.0921173,24.80088972,24.4792938,24.396410753039394,24.100565,23.310359966249997,22.6198697325
