C5orf45,C1orf52,BPTF,FBXL5,ADAM10,TRAF5,AFTPH,P2RY8,IFI44L,EMG1,NR4A3,EEF1D,PCID2,PIEZO1,FUS,UBXN4,RPL24,SYNE2
18.1916466,16.705186815,15.153639667998048,13.553661318871093,12.6612778,11.7492876,10.5929565,10.5929565,10.2453098,10.1458607,9.921907425,9.19353294,9.02047539,9.00584793,7.49505615,6.96504354,6.356339524,6.31111097
