TSSC1,SLC7A5,LCOR,FOXN3,USP10,MRPL42,IRF2,FDPS,TGFBI,ESYT1,PSMF1,GNPAT,PIK3R5,SAR1A,SH3BGRL,UBE2D3,SON,RQCD1,POLR3K,PHF5A
62.40338676176042,41.5019302,40.332931605596706,34.7491130875,30.4102458,27.339098176249998,27.044949390072663,25.533514,25.314858989493825,24.3429604725,22.09604271,20.925523645925924,20.8238564,19.97712101625,19.8464775,19.5514793,19.547891599,18.88888932,18.6017456,17.5236473
