CLEC2B,C14orf159,TAP1,BIRC3,SGSM3,RHOT2,AK2,RPS2,VEZF1,PSMD14,CAMK4,CCDC130,CYB561A3,DNAJC19,SMEK2,NOL8,C12orf23,PCNX,C17orf62,USP33
97.54375120004512,81.4012165,59.618419055703704,47.2398224,33.6767176125,32.9402237,32.71783363385034,30.5216732,30.1171951,28.5973816,28.454383071604934,27.43079,27.37323675474074,27.2603880345679,26.491049339999996,25.506660200000002,25.11795308036214,24.51466929163786,24.44513728125,24.313671000493827
