NIP7,SLC35F5,SERINC3,MRPL28,ANP32A,IST1,ATXN2L,NGDN,CNOT1,ZBED5,TCP1,FAM60A,PPM1A,SMC1A,PA2G4,SETD2,SDR39U1,CIAO1,TBC1D2B
54.194096938703694,44.9032592,34.458938877037035,32.145094875,27.808817592592593,21.44745255,20.8563175,19.4743595,16.8487473,15.500664408296295,15.237213112500001,14.695668315370371,14.620213604169923,14.45246889,14.2700853,14.2178142405,13.9533491,13.46362304,12.7653704
