APOBEC3C,CTSB,GAPDH,HLA-DRA,PSME2,GZMH,HLA-DRB1,IFI6,LCP2,ELL2,FOSL2,RPL17,PRF1,C12orf44,IST1,JAK1,EHD1,TAF12,KLRK1,IPCEF1
87.6042596101245,81.211441,79.98003910256882,53.3149566,46.1346722025,44.413136555802474,39.6752396,34.542243633316495,34.1355668,34.1048812,33.96738797375,32.3781259375,30.26390762166016,28.1507568,27.0664368,26.9291802,26.6720504,25.4036866,24.3888245,23.613652916874997
