GAPDH,IFITM2,APOBEC3C,C1orf56,CD38,RPS26,CTSW,GZMH,RPSAP58,IFI6,PIP4K2A,APOL2,PRF1,IFI44L,STAT1,GBP5,VMP1,TMSB10,ANXA2,CD97
3.0346178710460663,1.3848972842097282,1.2089265575632453,1.131841342896223,1.0106806010007858,0.8648321256041527,0.7473716344684362,0.7285844869911671,0.6968211382627487,0.6821792898699641,0.6650671437382698,0.6534675536677241,0.6532387118786573,0.6039707995951176,0.5688323210924864,0.5548820234835148,0.553577495738864,0.524039002135396,0.5152831859886646,0.5128872590139508
