GAPDH,CD38,IFITM2,APOBEC3C,RPSAP58,C1orf56,GZMH,IFI6,APOL2,PRF1,RPS26,GBP5,CTSW,STAT1,TMSB10,PIP4K2A,UBB,UTY,SERPINB9,MT-CO3
3.078846037387848,1.6702456697821617,1.3667985126376152,1.0687189479358494,1.049378912895918,1.0439979285001755,0.7829501666128635,0.7301682280376554,0.687439700588584,0.6523055965080857,0.6290696114301682,0.6212550550699234,0.5685403598472476,0.5519645288586617,0.5179087296128273,0.5069450959563255,0.49918150901794434,0.4921345189213753,0.462086433544755,0.45871714036911726
