ANP32A,PPM1A,TRIM4,RPL23,NIP7,MRPL28,U2SURP,LATS1,MRPL48,SETD2,EIF5A,USP34,ZBED5,PPP2R4,FCGRT
29.984070567901238,28.03114671111111,27.608513374875002,23.62471,20.98958688065844,18.815382,17.842464232098767,16.21320344,14.7905846,14.143811317499999,14.101824787499998,12.907269,12.50189265,12.3230267,12.1258163
