AK2,CLEC2B,DNAJC19,RPL23,C1orf52,GPR132,HIST2H2AA4,TAF7,IMP4,IRAK4,EPC1,CBWD6,ANXA11,XRN2,TSPAN31,APOL2,TMEM147,PCNX,PPP1R16B,PCMTD2
120.50499160261883,49.17182202459173,41.447507728888894,36.30466358696289,32.2450486,31.3821449,30.384349800000003,29.4561424,28.328513157096356,28.238810383947754,27.41482963702567,27.06411035125,26.7376594,25.253727,24.0784476625,23.214956451796297,22.4908142,22.227329231347653,21.9148598,21.32285436288889
