GAPDH,CD38,IFITM2,RPS26,PSME2,GBP5,CCR7,GZMH,HLA-DRA,HLA-DPB1,IFITM3,PIP4K2A,STAT1,HLA-DPA1,TSC22D3,GPR183,LSP1,PPP1CB,CCL5,C16orf54
2.8216114938259125,2.037832796573639,0.888765312731266,0.8124059811234474,0.7357068546116352,0.7344183474779129,0.6750819310545921,0.626544401049614,0.6055246442556381,0.6030455753207207,0.5614232532680035,0.5393900242634118,0.5386214461177588,0.5255668722093105,0.49563788529485464,0.46118422597646713,0.4460996463894844,0.4441461060196161,0.38094987720251083,0.3782265027984977
