GAPDH,CD38,IFITM2,RPS26,CCR7,PSME2,HLA-DPB1,GBP5,TSC22D3,PIP4K2A,HLA-DRA,GZMH,IFITM3,STAT1,PPP1CB,HLA-DPA1,FOS,LSP1,NR4A2,GPR183
2.9972535371780396,1.6556629538536072,1.007961556315422,0.9040470793843269,0.7321100980043411,0.724090269766748,0.6972104352898896,0.6556160598993301,0.5987066933885217,0.58599719312042,0.5824521481990814,0.5640723407268524,0.5442075841128826,0.5284454878419638,0.5150790177285671,0.5074636358767748,0.47231005877256393,0.4639597460627556,0.44486210122704506,0.42743030190467834
