CD38,GAPDH,GZMH,HLA-DRA,IFI6,GZMB,DUSP4,CUTA,GBP2,ITGB1,HLA-DPB1,SKAP1,MCM3AP,SYTL2,ITPR1,ATG13,ANXA2,RSU1,HLA-DQB2,TMEM50B
127.95906755843623,98.97678663626178,72.81627734694445,40.70002574444444,37.414723522,35.429529419374994,33.5464936,29.5156174,26.7876205,26.1850586,25.826761863209878,25.276062,25.0897217,24.9869384,24.9648438,24.7006226,24.6021786,23.7858047,23.5731201,22.5662346
