POLR1D,TMEM256,ARHGAP26,RAB6A,HDHD2,IL6ST,FIS1,CREM,CLK4,NT5C,FAM134C,PTPN7,DYNLRB1,WDR83OS,GART,PITRM1,SNX19,ALG6,FANCA,SNW1
104.45554961382716,67.26725520690741,46.45096166839505,44.2187386,37.2124824,33.761592825,30.904871017125,29.230896,27.3572998,25.0938454,25.041912,24.2719632,24.008199985875,23.8367386,23.631084942500003,21.4471626,20.470404731197263,19.40402222,18.9697723,18.6518097
