SMARCA2,RGPD5,TMEM256,DNAJC19,XBP1,POLR1D,NPC2,DUSP1,FXYD5,GGA3,ARHGAP26,EIF4G1,NARS,DYNLRB1,RNPEPL1,KMT2A,GPN1,HAT1,NSD1,YPEL5
123.204727,49.393478812790114,47.35071787760059,40.4002228,36.4720154,36.004974954156374,35.274046688125004,33.6534958,31.33471964,30.6006508,30.134660091427243,30.094016496250003,29.8810424,28.753463616664387,26.3188858,26.0766792,24.8926392,23.3895569,23.3239822,22.4967652
