CD300A,IRF2,VPS35,ATG7,TSSC4,SRSF11,EMB,PDCD1,FOPNL,ANXA2,STXBP2,IL27RA,TSPAN3,DERL1,CALR,EML3,LPCAT3,PTPRJ,RALGAPA1,NCF4
42.9238843359375,41.124706253750006,27.3626404,22.1652042525,20.3089294,19.1768646,18.5958462,18.224966,17.96642758462551,17.772563632125,17.66877105692593,17.486561064444444,17.4854431,17.4065056,17.3287354,17.05442632449764,17.02840085253854,16.76841730875,16.7335815,16.49230958
