PPAPDC1B,LCOR,CHRAC1,TSSC1,PPP6C,PRRC2B,ISCA2,MORC3,CDC14A,SLC38A10,RTCA,MRPL42,JUNB,RNASET2,ZNF706,IST1,SH3BGRL,SYVN1,GGA3,SFXN1
79.6085128,56.598350665277785,46.6328736,37.10928205164941,33.8666688,26.849258400000004,23.710045377777778,23.039134219592597,22.496146669999998,22.082146162500003,21.6286831,21.52803897,20.8166218,20.6968269,19.7056236,18.9453297,18.6358318,18.6101799,18.5330772375,18.5042686
