SNRPG,FBXL5,RAP1GDS1,FUS,BRD3,RAB4B,CASP4,PAPOLA,SFXN1,CLASP1,GOLGB1,NISCH,RPS16,WIPF1,PACS1,CMTM6,CUL1,FAM50A,GPN1
21.597552525,20.54605744631185,19.1301594,12.248588848888891,12.220048,11.804791738802734,11.504041319999999,9.84900188,8.9000206,7.99572182,7.82770252,7.613168554814815,7.02423668,6.999091946875001,6.7878499,6.02141953,5.78205204,5.69172382,4.6017952
