GAPDH,IFITM2,GZMH,CD38,RPS26,IFI6,CXCR4,IFITM3,C1orf56,STAT1,PARP9,PSME2,GPR183,CCL5,ANXA2,UBB,CDC42SE2,ADAM19,ACTN4,RGS1
4.362398087978363,1.6486898362636566,1.256234299391508,0.9951443544123322,0.9346590638160706,0.7422112375497818,0.7399713397026062,0.7262219861149788,0.6129170134663582,0.574673630297184,0.5516910515725613,0.4935382157564163,0.48163819685578346,0.47120661986991763,0.45149149000644684,0.44139778055250645,0.43831452913582325,0.40746672451496124,0.3926836373284459,0.3870958872139454
