GAPDH,GZMB,HSPA1A,GZMH,DCAF8,CD38,ITGA4,HSP90AA1,STOM,PSME2,RNF44,LY6E,ANKRD36,DBI,AAK1,SELL,CHCHD2,RUNX1,MBOAT1,IFI6
108.58800017909229,56.59653892,54.95634621750001,46.915069867316404,44.17107,38.372589214980465,37.6250954,32.49676564575708,31.259475029999997,30.568720694151853,29.4226914,28.2639274,27.173359,26.3512612,25.855957,24.760258599074078,23.7005348,23.4398728,23.3513508,23.316037180078126
