GAPDH,IFITM2,GZMH,RPS26,CD38,CXCR4,IFI6,C1orf56,IFITM3,PARP9,STAT1,CDC42SE2,CCL5,ANXA2,PSME2,RPLP2,GPR183,ADAM19,NR4A2,FOS
4.31680428981781,1.7287793308496475,1.1100915018469095,1.0656832735985518,0.7760281609371305,0.7636580020189285,0.7466346397995949,0.6707916781306267,0.6617104113101959,0.631029024720192,0.5694962739944458,0.5316885001957417,0.5298351729288697,0.511331370100379,0.5065148379653692,0.4420911851339042,0.435705553740263,0.41241030395030975,0.41143036750145257,0.3884906806051731
