POLDIP3,NCOA3,TROVE2,VPS4B,DENND4A,CCR5,MIF4GD,HLA-DOA,TP53I13,USP10,TMEM208,NEDD8,PACS1,GOSR1,C5orf45,FBXL5,HDAC1,ELOF1,FKBP4
57.0355043125,16.056507375,15.003353099999998,13.8585863,11.6422853,11.303031,10.59854215275,9.71891022,9.70493316,7.70114899,7.65283966,7.42437744,6.5286856125,6.20780182,6.104173424999999,5.979193357119342,5.34979248,4.59247589,4.486223547000001
