RGPD5,DYNLRB1,POLR1D,RAD23A,C11orf73,KLRC4,MIA3,ATP5J,USP14,MKNK2,NDEL1,NR1H2,CDK6,MRPL21,GDI2,ZBTB8OS,TOMM22,YIPF4,TMBIM6,CCDC57
64.93528797356491,55.72882339061729,40.9547958,34.0357894,30.549324050000003,30.1727828,27.399470935125002,25.7450084,23.0689697,22.9814834,22.803048060722222,21.516694445823457,21.3328438,20.9242973,19.5425453,19.35115815,19.2646255,19.0216064,18.98095704,18.9784069
