ZBTB1,GGA1,LEF1,FAM127A,RPL22L1,IFNGR2,ITGAE,ARL6IP5,BAD,FPGS,PPP6C,IL7R,SLTM,NR1H2,PARP10,AREG,CLPP
19.671900251851852,14.935199432592592,13.501764298749997,12.2919617,12.269165,10.988710470000001,10.091946577246095,9.90875244,9.63069153,8.79712296,8.376131055,8.0096282925,7.822158196416667,7.7154541,7.69226074,7.61425781,7.55587769
