POLDIP3,NCOA3,BEX4,SYAP1,FOXP1,MKNK2,PSMA3,SREK1,HSPB11,NPC1,KLHDC4,PACS1,TRAPPC10,ADAM28,TSTA3,CHD4,SUPT16H,EXOC2,NDE1
31.433582780246912,26.1635932125,13.220326574999998,12.7605438,12.5883865,12.4103546,10.123060575,9.79351044,9.70059967,8.75131226,7.8742857,7.84268188,7.53915405,7.51281738,6.98232317,6.802248,6.4194002175,6.26666546,5.51156807
