TMEM256,POLR1D,H3F3B,FIS1,NASP,PDIA6,JTB,HERC4,PRRC2A,MRPL27,RAB4B,ARMCX3,YIPF4,EIF4G1,MYO19,BUD31,RAB6A,ZNF106,CHTF8,CCT7
79.63693476229004,58.7566101875,53.3285598,47.85406395555557,44.1620942,42.865000255,29.6696277591875,27.3493748,25.939743,25.87596135,25.2597352,24.8164716,24.247673,21.196806437444447,21.054344399999998,20.3955307,20.3874378,19.9721336,19.80343437,18.4550227755
