POLDIP2,ATG7,KIAA0319L,MANBA,RORA,DDX17,ORMDL2,TRIM4,RBMX2,CHKB,POLD4,MED28,NDEL1,THOC7,PSMD13,COASY,MTPN,IMMT,IFI6,CHORDC1
120.18323574670572,50.7401208125,46.7985992,46.4918040006084,40.352505725,39.95365627604938,36.77206818024692,30.753375770578778,29.2149048,27.5216522,26.4004745,26.326438740587662,25.773688256054687,25.6754494,25.534198085571877,24.7308407,24.7290497,24.4460754,24.28408389135802,22.850749514
