GAPDH,GBP5,APOBEC3C,IFNG,IFITM2,S100A4,HSP90AB1,UBB,TXNIP,LGALS1,RPS26,ANXA2,DNAJB1,CTSW,FTH1,HSP90AA1,ACTN4,FOS,PRDM1,PARP9
2.22929909825325,1.796011820435524,1.3324098754674196,1.290179006755352,1.2068544030189514,0.9033854678273201,0.8625290878117085,0.8499254696071148,0.7969824057072401,0.719514474272728,0.6600038185715675,0.6321836113929749,0.6048631947487593,0.5888834036886692,0.5703367074020207,0.5594163350760937,0.5497413575649261,0.5190928047522902,0.5176131762564182,0.504872468765825
