GAPDH,APOBEC3C,ANXA2,S100A11,IFI44L,GZMH,B4GALT1,TNF,APOBEC3G,UBB,MYL6,TOB1,HSPB11,DNAJA1,SRSF3,PRDM1,TAF7,IFNG,NPTN,GBP5
84.00582293503126,62.09814512141439,60.56642531358025,58.57902439422222,44.5457,36.068332171604936,35.7854774655,34.880473767388885,29.4818735750625,28.93425493023567,28.20533639875,28.0727577,27.9730224,27.839829906689452,26.06101866375,24.72160913283789,24.2462768,24.121219951533202,22.8347168,22.542623291311802
