GAPDH,GBP5,APOBEC3C,IFITM2,IFNG,TXNIP,ANXA2,RPS26,S100A4,FTH1,UBB,LGALS1,PRDM1,PIP4K2A,CTSW,FOS,AHNAK,HSP90AB1,ACTN4,PIK3IP1
2.2874272167682648,1.6322336196899414,1.4321320317685604,1.2486853301525116,1.2344092950224876,1.0216412004083395,0.866357147693634,0.8636437132954597,0.8556217700242996,0.7354853609576821,0.6863177455961704,0.666350120678544,0.6256773797795177,0.6234036460518837,0.6014326270669699,0.5917382771149278,0.5738037470728159,0.5443910202011466,0.5283032022416592,0.5106860166415572
