EIF5A,NIP7,ANP32A,MT2A,MRPS18C,IDI1,C20orf112,PEBP1,ACO2,ZBED5,CAPZA1,AP3S1,CCDC174,ANAPC16,FAM120B,PDS5A,NDUFAB1
32.769165,30.654915404915364,25.844142007000002,23.074670604125004,16.1940136,15.922176830000002,14.69911,14.645599364999999,14.5464382,14.285155645986329,13.10666656,12.54745112737037,12.2780962,12.2505054,12.245369,12.240771359999998,11.39803696
