GGA1,NXT1,PRPF40A,PTBP3,ZBED5,PSMB1,KDM5A,GOLGB1,RPS12,CRTAP,TRAPPC2L,RAB10,CCDC28A,GTPBP1,SNW1,RTN3,TMEM33
23.739349349999998,22.577142502777775,18.185028074999998,16.964052535925926,14.53126923925926,12.5786133,12.3002319,11.9077148,10.5591736,10.3596497,10.3450698825,9.33076859,8.604846,8.04492188,7.81762695,7.66851044,7.609375
