GAPDH,CST7,PSME2,CCR7,AHNAK,PRF1,PRDM1,WHSC1L1,TGOLN2,SPTAN1,APOBEC3C,TBC1D10C,GZMH,TSPAN31,BBIP1,XAF1,USP20,CIRBP,VPS37A,SDHD
87.95877413838639,81.8070756,62.1456226050625,52.39280568118517,45.393231783932094,39.91192670864198,36.18129129530865,35.4840774,33.2602578,32.4353256,31.901389934074075,31.889443843275004,31.094535755489908,31.0443116,30.5358886,29.655786283999998,28.9031372,28.2204056,25.7702332,25.7129822
