GAPDH,CD38,PRDM1,STAT1,RPS26,IFITM2,PRF1,GZMH,CCL5,PSME1,TNFAIP3,CCR7,MT-CYB,C1orf56,UBB,DNAJA1,HLA-DPA1,CTSW,UBC,RPS4Y1
2.715630054,1.188025713,1.183232732,1.070882253,1.046781003,0.948252097,0.909226142,0.842646914,0.635819275,0.605518874,0.586782441,0.573866025,0.563577585,0.520888381,0.498574842,0.457631157,0.408268601,0.404198567,0.403743647,0.387665607
