GAPDH,RPS26,PRDM1,STAT1,IFITM2,GZMH,PRF1,TNFAIP3,CCR7,UBC,RPS4Y1,PSME1,CCL5,C1orf56,MT-CYB,CD38,ANXA2,PIP4K2A,DNAJA1,UBB
2.619743973,1.889379904,1.465633247,1.42878814,1.15984869,0.969084974,0.88625491,0.832456563,0.773943737,0.668362144,0.658866938,0.619983807,0.599511767,0.591711605,0.589687625,0.557110466,0.534405071,0.499238282,0.474888136,0.457031254
