STAM,SKP1,ADAM10,CASP4,PPIG,HDAC3,SNW1,BRD3,BPTF,GMPS,PSMD9,MLF2,ATP2B4,TCIRG1,DTX2,IKZF3,CCNDBP1,MTR,CHD4
16.0641937,15.150966408,14.96068098,14.2764511,14.144665237125,10.4853144,9.71891022,9.6945343,9.6705926625,8.99433899,8.79589844,8.21374512,7.78658295,7.10375214,6.963394859999999,5.95056152,5.80195999,5.762022345,5.63806611
