LCOR,IRF2,LIME1,TGFBI,SEC63,TSSC1,FOXN3,IL7R,ATG7,PPP6C,RGS3,VDAC1,PRPF40B,PIH1D1,INTS4,IFI27L2,ERP44,FMNL3,MT-ND3,NFKBID
50.5598013514974,40.44284126737923,35.2226716,30.073380229374997,25.9358311,25.347150983933137,23.63576704425,22.7966918,21.918235155074072,21.402205312222222,20.014782,19.752594,18.0346165,17.503006,17.004634240388885,16.8383255,16.820299825,16.768560873277778,16.10033419703704,15.9038696
