EPC1,AK2,TALDO1,TP53I13,MAU2,C19orf53,MCM3AP,ITFG2,NCK1,CCAR2,TAP1,LSM1,NUDT22,EIF2S1,RAF1,SYT11,CCAR1,UPP1,DDX56,KHDRBS1
87.88483757473819,75.46162331063142,69.21442074794896,62.1737824,53.48606405333333,45.83832149535408,45.820488,44.999813,38.9171142,37.8690796,32.74950963127572,32.5322648,30.877991033456784,29.117416964999997,28.24830284716049,27.2428588,26.2363434,24.6992111,24.2935562,24.240161399999998
