NAA15,DCTN5,ITGAE,EIF5A,ZBTB1,NIP7,KDM5A,U2SURP,PSMB4,CNOT6L,STAT6,BTF3L4,PEBP1,ARHGAP4,DR1,ARID1A
33.899437,33.66446689234568,31.498413,30.5615426,30.0795288,21.865902345875,20.8111572,19.321097542500002,11.9849548,11.769165,11.5865784,11.49512482,11.4553833,11.427351,11.2766571,10.8149414
